LocalCol;TimeCol;PLC1_AI_FT_PORT_IST;PLC1_AI_POS_GETTO1;PLC1_AI_PT_LINEA;PLC1_AI_POT_ATTIVA;PLC1_AI_LT_BACINO;PLC1_AI_LT_BACINO2;FREE6;FREE7;FREE8;FREE9;FREE10;FREE11;FREE12;FREE13;FREE14;FREE15;FREE16;FREE17;FREE18;FREE19;Info
;;MISURATORE DI PORTATA [EW168];POSIZIONE GETTO 1 [EW64];PRESSIONE ACQUA DI LINEA [EW166];G1 : Potenza attiva prodotta Turbina [STRUMENTO];LIVELLO ALL'OPERA DI PRESA [PlcOperaP];LIVELLO CA PREVITALI [PlcCaPrevitali];;;;;;;;;;;;;;;
04/01/2023 16:57:00;04/01/2023 15:57:00;0,691768;0,2;32,7922;0;39,5142;20,9355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 16:58:00;04/01/2023 15:58:00;0,724464;0,2;32,7503;0;38,9019;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 16:59:00;04/01/2023 15:59:00;0,765335;0,2;32,7416;0;37,7452;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:00:00;04/01/2023 16:00:00;0,859339;0,2;32,7329;0;36,4177;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:01:00;04/01/2023 16:01:00;0,732638;0,2;32,7575;0;35,3964;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:02:00;04/01/2023 16:02:00;0,753075;0,2;32,7488;0;34,4726;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:03:00;04/01/2023 16:03:00;0,761249;0,2;32,7199;0;33,641;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:04:00;04/01/2023 16:04:00;0,753075;0,2;32,6635;0;32,9258;20,8908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:05:00;04/01/2023 16:05:00;0,71629;0,2;32,6693;0;32,0697;20,8881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:06:00;04/01/2023 16:06:00;0,720378;0,2;32,6866;0;29,7562;20,8881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:07:00;04/01/2023 16:07:00;0,736726;0,2;32,6432;0;27,9086;20,8881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:08:00;04/01/2023 16:08:00;0,757161;0,2;32,6577;0;27,0119;20,8881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:09:00;04/01/2023 16:09:00;0,802119;0,2;32,649;0;26,7058;20,8881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:10:00;04/01/2023 16:10:00;0,740813;0,2;32,6418;0;26,8683;20,8881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:11:00;04/01/2023 16:11:00;0,740813;0,2;32,6534;0;27,2612;20,9301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:12:00;04/01/2023 16:12:00;0,732638;0,2;32,6837;0;28,7403;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:13:00;04/01/2023 16:13:00;0,744901;0,2;32,6866;0;31,5144;20,9572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:14:00;04/01/2023 16:14:00;0,724464;0,2;32,6649;0;32,1618;20,9802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:15:00;04/01/2023 16:15:00;0,818468;0,2;32,6418;0;32,346;21,0263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:16:00;04/01/2023 16:16:00;0,761249;0,2;32,7185;0;32,896;21,0276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:17:00;04/01/2023 16:17:00;0,757161;0,2;32,6866;0;33,454;21,029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:18:00;04/01/2023 16:18:00;0,777597;0,2;32,7054;0;34,1015;21,0507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:19:00;04/01/2023 16:19:00;0,757161;0,2;32,7156;0;34,6569;21,0737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:20:00;04/01/2023 16:20:00;0,757161;0,2;32,7011;0;35,4641;21,0777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:21:00;04/01/2023 16:21:00;0,761249;0,2;32,704;0;35,4018;21,1021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:22:00;04/01/2023 16:22:00;0,793945;0,2;32,7344;0;36,3121;21,1197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:23:00;04/01/2023 16:23:00;0,736726;0,2;32,7373;0;37,1546;21,1197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:24:00;04/01/2023 16:24:00;0,720378;0,2;32,7619;0;38,0675;21,1658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:25:00;04/01/2023 16:25:00;0,785771;0,2;32,7329;0;38,631;21,1252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:26:00;04/01/2023 16:26:00;0,765335;0,2;32,7431;0;38,9101;21,1617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:27:00;04/01/2023 16:27:00;0,785771;0,2;32,7908;0;39,6957;21,1658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:28:00;04/01/2023 16:28:00;0,785771;0,2;32,7488;0;40,205;21,1306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:29:00;04/01/2023 16:29:00;0,806207;0,2;32,7503;0;40,3892;21,1224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:30:00;04/01/2023 16:30:00;0,757161;0,2;32,7879;0;40,9391;21,1658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:31:00;04/01/2023 16:31:00;0,761249;0,2;32,7908;0;41,7275;21,1658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:32:00;04/01/2023 16:32:00;0,724464;0,2;32,8284;0;42,4237;21,1658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:33:00;04/01/2023 16:33:00;0,806207;0,2;32,8212;0;42,6079;21,1658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:34:00;04/01/2023 16:34:00;0,724464;0,2;32,8125;0;42,5158;21,1671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:35:00;04/01/2023 16:35:00;0,753075;0,2;32,8067;0;42,5727;21,1726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:36:00;04/01/2023 16:36:00;0,712204;0,2;32,7474;0;42,5158;21,1658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:37:00;04/01/2023 16:37:00;0,732638;0,2;32,7329;0;42,4291;21,1658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:38:00;04/01/2023 16:38:00;0,720378;0,2;32,759;0;42,5158;21,1658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:39:00;04/01/2023 16:39:00;0,798033;0,2;32,759;0;42,1609;21,1658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:40:00;04/01/2023 16:40:00;0,802119;0,2;32,7358;0;40,8524;21,1197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:41:00;04/01/2023 16:41:00;0,761249;0,2;32,7431;0;40,5572;21,1197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:42:00;04/01/2023 16:42:00;0,785771;0,2;32,7373;0;40,5761;21,1197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:43:00;04/01/2023 16:43:00;0,740813;0,2;32,7373;0;40,4813;21,0737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:44:00;04/01/2023 16:44:00;0,806207;0,2;32,6924;0;40,1129;21,0737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:45:00;04/01/2023 16:45:00;0,740813;0,2;32,7156;0;40,1237;21,0737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:46:00;04/01/2023 16:46:00;0,744901;0,2;32,6997;0;40,1373;21,0385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:47:00;04/01/2023 16:47:00;0,740813;0,2;32,7228;0;40,0452;21,029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:48:00;04/01/2023 16:48:00;0,793945;0,2;32,8067;0;40,5761;21,0737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:49:00;04/01/2023 16:49:00;0,765335;0,2;32,8067;0;41,9577;21,075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:50:00;04/01/2023 16:50:00;0,765335;0,2;32,8443;0;42,8869;21,1197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:51:00;04/01/2023 16:51:00;0,802119;0,2;32,8241;0;42,7948;21,1211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:52:00;04/01/2023 16:52:00;0,712204;0,2;32,8313;0;42,654;21,1292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:53:00;04/01/2023 16:53:00;0,757161;0,2;32,8443;0;42,7948;21,1644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:54:00;04/01/2023 16:54:00;0,70403;0,2;32,8631;0;43,0657;21,1658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:55:00;04/01/2023 16:55:00;0,740813;0,2;32,8718;0;42,7;21,1658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:56:00;04/01/2023 16:56:00;0,740813;0,2;32,8501;0;42,8869;21,1658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:57:00;04/01/2023 16:57:00;0,744901;0,2;32,8429;0;42,8869;21,1942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:58:00;04/01/2023 16:58:00;0,798033;0,2;32,8805;0;42,8869;21,1766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 17:59:00;04/01/2023 16:59:00;0,777597;0,2;32,8342;0;42,8869;21,178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:00:00;04/01/2023 17:00:00;0,814382;0,2;32,772;0;42,6106;21,1658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:01:00;04/01/2023 17:01:00;0,70403;0,2;32,7445;0;42,4968;21,1631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:02:00;04/01/2023 17:02:00;0,818468;0,2;32,7286;0;42,2395;21,1211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:03:00;04/01/2023 17:03:00;0,753075;0,2;32,7329;0;41,8683;21,1197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:04:00;04/01/2023 17:04:00;0,793945;0,2;32,7344;0;41,7817;21,1197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:05:00;04/01/2023 17:05:00;0,761249;0,2;32,7431;0;41,6841;21,1197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:06:00;04/01/2023 17:06:00;0,765335;0,2;32,772;0;41,7762;21,1197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:07:00;04/01/2023 17:07:00;0,732638;0,2;32,7344;0;41,7302;21,1197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:08:00;04/01/2023 17:08:00;0,753075;0,2;32,7228;0;41,5866;21,1197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:09:00;04/01/2023 17:09:00;0,814382;0,2;32,7445;0;41,2209;21,1197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:10:00;04/01/2023 17:10:00;0,720378;0,2;32,7402;0;40,9446;21,1197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:11:00;04/01/2023 17:11:00;0,744901;0,2;32,7344;0;41,5216;21,094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:12:00;04/01/2023 17:12:00;0,806207;0,2;32,7214;0;41,0367;21,0764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:13:00;04/01/2023 17:13:00;0,744901;0,2;32,7561;0;40,6195;21,1143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:14:00;04/01/2023 17:14:00;0,773509;0,2;32,7431;0;40,3892;21,0737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:15:00;04/01/2023 17:15:00;0,814382;0,2;32,7503;0;40,205;21,0737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:16:00;04/01/2023 17:16:00;0,777597;0,2;32,7156;0;40,2971;21,0737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:17:00;04/01/2023 17:17:00;0,802119;0,2;32,7257;0;39,7959;21,0737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:18:00;04/01/2023 17:18:00;0,753075;0,2;32,704;0;39,4194;21,0737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:19:00;04/01/2023 17:19:00;0,806207;0,2;32,6895;0;38,9236;21,0737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:20:00;04/01/2023 17:20:00;0,838903;0,2;32,7011;0;38,4495;21,0276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:21:00;04/01/2023 17:21:00;0,806207;0,2;32,7054;0;38,0784;21,0276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:22:00;04/01/2023 17:22:00;0,712204;0,2;32,6722;0;37,477;21,0737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:23:00;04/01/2023 17:23:00;0,781684;0,2;32,6707;0;36,7672;21,0412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:24:00;04/01/2023 17:24:00;0,806207;0,2;32,662;0;36,5992;21,0276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:25:00;04/01/2023 17:25:00;0,773509;0,2;32,6548;0;35,7757;21,0276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:26:00;04/01/2023 17:26:00;0,777597;0,2;32,6505;0;34,8519;21,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:27:00;04/01/2023 17:27:00;0,757161;0,2;32,5854;0;34,2884;21,0276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:28:00;04/01/2023 17:28:00;0,761249;0,2;32,5854;0;33,3159;20,9816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:29:00;04/01/2023 17:29:00;0,785771;0,2;32,5883;0;32,7145;20,9802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:30:00;04/01/2023 17:30:00;0,802119;0,2;32,5883;0;32,0697;20,9802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:31:00;04/01/2023 17:31:00;0,753075;0,2;32,581;0;29,572;20,9626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:32:00;04/01/2023 17:32:00;0,744901;0,2;32,5477;0;27,4914;20,9409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:33:00;04/01/2023 17:33:00;0,732638;0,2;32,555;0;26,7058;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:34:00;04/01/2023 17:34:00;0,753075;0,2;32,555;0;26,1857;20,8881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:35:00;04/01/2023 17:35:00;0,781684;0,2;32,5347;0;25,503;20,8881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:36:00;04/01/2023 17:36:00;0,724464;0,2;32,5203;0;24,8095;20,8827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:37:00;04/01/2023 17:37:00;0,765335;0,2;32,513;0;23,5633;20,8881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:38:00;04/01/2023 17:38:00;0,773509;0,2;32,5231;0;21,713;20,8881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:39:00;04/01/2023 17:39:00;0,712204;0,2;32,4884;0;19,1692;20,8515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:40:00;04/01/2023 17:40:00;0,781684;0,2;32,4392;0;18,0992;20,8421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:41:00;04/01/2023 17:41:00;0,798033;0,2;32,3973;0;17,9231;20,8421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:42:00;04/01/2023 17:42:00;0,867513;0,2;32,4045;0;17,831;20,8421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:43:00;04/01/2023 17:43:00;0,720378;0,2;32,3872;0;17,7253;20,8421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:44:00;04/01/2023 17:44:00;0,740813;0,2;32,4016;0;17,5573;20,8421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:45:00;04/01/2023 17:45:00;0,732638;0,2;32,4291;0;17,5059;20,8421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:46:00;04/01/2023 17:46:00;0,736726;0,2;32,4161;0;17,4544;20,8421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:47:00;04/01/2023 17:47:00;0,720378;0,2;32,4653;0;17,3677;20,8421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:48:00;04/01/2023 17:48:00;0,773509;0,2;32,4754;0;17,3677;20,8421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:49:00;04/01/2023 17:49:00;0,814382;0,2;32,4769;0;17,4707;20,8421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:50:00;04/01/2023 17:50:00;0,814382;0,2;32,445;0;17,4598;20,861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:51:00;04/01/2023 17:51:00;0,781684;0,2;32,5058;0;17,4598;20,8881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:52:00;04/01/2023 17:52:00;0,732638;0,2;32,5174;0;17,5059;20,9111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:53:00;04/01/2023 17:53:00;0,757161;0,2;32,5405;0;17,5519;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:54:00;04/01/2023 17:54:00;0,740813;0,2;32,5376;0;17,5519;20,9802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:55:00;04/01/2023 17:55:00;0,785771;0,2;32,5405;0;17,5519;21,0276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:56:00;04/01/2023 17:56:00;0,736726;0,2;32,5492;0;17,5519;21,0385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:57:00;04/01/2023 17:57:00;0,773509;0,2;32,5593;0;17,5519;21,0737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:58:00;04/01/2023 17:58:00;0,814382;0,2;32,5159;0;17,5519;21,0777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 18:59:00;04/01/2023 17:59:00;0,753075;0,2;32,445;0;17,5519;21,0764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:00:00;04/01/2023 18:00:00;0,736726;0,2;32,4913;0;17,3785;21,0737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:01:00;04/01/2023 18:01:00;0,732638;0,2;32,4725;0;17,365;21,0737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:02:00;04/01/2023 18:02:00;0,806207;0,2;32,458;0;17,2566;21,0507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:03:00;04/01/2023 18:03:00;0,757161;0,2;32,4624;0;17,0887;21,0276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:04:00;04/01/2023 18:04:00;0,834816;0,2;32,3973;0;16,9966;21,0046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:05:00;04/01/2023 18:05:00;0,757161;0,2;32,4392;0;16,9045;20,9802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:06:00;04/01/2023 18:06:00;0,757161;0,2;32,419;0;16,7961;20,9802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:07:00;04/01/2023 18:07:00;0,765335;0,2;32,4465;0;16,7202;20,9802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:08:00;04/01/2023 18:08:00;0,757161;0,2;32,4146;0;16,536;20,9802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:09:00;04/01/2023 18:09:00;0,753075;0,2;32,4016;0;16,4439;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:10:00;04/01/2023 18:10:00;0,71629;0,2;32,432;0;16,3491;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:11:00;04/01/2023 18:11:00;0,777597;0,2;32,419;0;16,257;20,9694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:12:00;04/01/2023 18:12:00;0,724464;0,2;32,4146;0;16,1297;20,9802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:13:00;04/01/2023 18:13:00;0,781684;0,2;32,4117;0;16,0728;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:14:00;04/01/2023 18:14:00;0,822556;0,2;32,3799;0;15,9292;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:15:00;04/01/2023 18:15:00;0,761249;0,2;32,4146;0;15,8127;20,8881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:16:00;04/01/2023 18:16:00;0,753075;0,2;32,3741;0;15,7233;20,8881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:17:00;04/01/2023 18:17:00;0,744901;0,2;32,4074;0;15,7044;20,8515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:18:00;04/01/2023 18:18:00;0,720378;0,2;32,39;0;15,7044;20,8421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:19:00;04/01/2023 18:19:00;0,740813;0,2;32,4175;0;15,6989;20,8515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:20:00;04/01/2023 18:20:00;0,798033;0,2;32,4031;0;15,7044;20,8881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:21:00;04/01/2023 18:21:00;0,753075;0,2;32,3958;0;15,6935;20,8881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:22:00;04/01/2023 18:22:00;0,740813;0,2;32,39;0;15,6285;20,8881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:23:00;04/01/2023 18:23:00;0,761249;0,2;32,4146;0;15,6935;20,9111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:24:00;04/01/2023 18:24:00;0,753075;0,2;32,4103;0;15,7044;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:25:00;04/01/2023 18:25:00;0,744901;0,2;32,4103;0;15,7044;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:26:00;04/01/2023 18:26:00;0,765335;0,2;32,3756;0;15,7071;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:27:00;04/01/2023 18:27:00;0,802119;0,2;32,3886;0;15,7802;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:28:00;04/01/2023 18:28:00;0,793945;0,2;32,419;0;15,7965;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:29:00;04/01/2023 18:29:00;0,740813;0,2;32,3944;0;15,8479;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:30:00;04/01/2023 18:30:00;0,757161;0,2;32,4262;0;15,8886;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:31:00;04/01/2023 18:31:00;0,798033;0,2;32,4262;0;15,9807;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:32:00;04/01/2023 18:32:00;0,732638;0,2;32,3828;0;15,9861;20,9558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:33:00;04/01/2023 18:33:00;0,740813;0,2;32,3785;0;16,0728;20,9762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:34:00;04/01/2023 18:34:00;0,740813;0,2;32,4002;0;16,0782;20,9802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:35:00;04/01/2023 18:35:00;0,785771;0,2;32,3929;0;16,1649;20,9572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:36:00;04/01/2023 18:36:00;0,765335;0,2;32,39;0;16,1649;20,9707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:37:00;04/01/2023 18:37:00;0,765335;0,2;32,3886;0;16,257;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:38:00;04/01/2023 18:38:00;0,724464;0,2;32,3799;0;16,3491;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:39:00;04/01/2023 18:39:00;0,744901;0,2;32,3828;0;16,4439;20,9315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:40:00;04/01/2023 18:40:00;0,814382;0,2;32,3741;0;16,4439;20,9315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:41:00;04/01/2023 18:41:00;0,724464;0,2;32,3785;0;16,4439;20,8881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:42:00;04/01/2023 18:42:00;0,744901;0,2;32,3756;0;16,536;20,8651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/01/2023 19:43:00;04/01/2023 18:43:00;0,765335;0,2;32,3756;0;16,5387;20,8421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
