LocalCol;TimeCol;PLC1_AI_FT_PORT_IST;PLC1_AI_POS_GETTO1;PLC1_AI_PT_LINEA;PLC1_AI_POT_ATTIVA;PLC1_AI_LT_BACINO;PLC1_AI_LT_BACINO2;FREE6;FREE7;FREE8;FREE9;FREE10;FREE11;FREE12;FREE13;FREE14;FREE15;FREE16;FREE17;FREE18;FREE19;Info
;;MISURATORE DI PORTATA [EW168];POSIZIONE GETTO 1 [EW64];PRESSIONE ACQUA DI LINEA [EW166];G1 : Potenza attiva prodotta Turbina [STRUMENTO];LIVELLO ALL'OPERA DI PRESA [PlcOperaP];LIVELLO CA PREVITALI [PlcCaPrevitali];;;;;;;;;;;;;;;
01/01/2023 00:35:00;31/12/2022 23:35:00;23,7103;23,5521;31,9097;63,6168;40,5057;21,3974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:36:00;31/12/2022 23:36:00;25,9909;24,6319;31,8027;68,4792;38,0323;21,262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:37:00;31/12/2022 23:37:00;27,2824;25,3082;31,7448;69,5892;36,0439;21,1197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:38:00;31/12/2022 23:38:00;27,4295;25,3082;31,6869;68,8968;32,3352;20,9342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:39:00;31/12/2022 23:39:00;27,1598;23,2831;31,7593;63,9576;25,2456;20,796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:40:00;31/12/2022 23:40:00;21,4992;16,9309;32,1788;44,04;18,0152;20,708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:41:00;31/12/2022 23:41:00;14,0157;10,5945;32,5622;0;17,9231;20,796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:42:00;31/12/2022 23:42:00;5,62489;5,0571;32,8791;0;18,0152;20,9802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:43:00;31/12/2022 23:43:00;1,50101;0,2;32,9065;0;26,1504;21,1197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:44:00;31/12/2022 23:44:00;1,0923;0,2;32,9326;0;33,9173;21,2565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:45:00;31/12/2022 23:45:00;0,920645;0,2;32,9832;0;37,8021;21,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:46:00;31/12/2022 23:46:00;0,847077;0,2;33,0006;0;40,9446;21,4083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:47:00;31/12/2022 23:47:00;0,818468;0,2;33,0888;0;43,3475;21,5342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:48:00;31/12/2022 23:48:00;0,904297;0,2;33,1019;0;43,5344;21,5816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:49:00;31/12/2022 23:49:00;0,867513;0,2;33,2914;0;43,8324;21,7211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:50:00;31/12/2022 23:50:00;0,863426;0,2;33,2827;0;44,1819;21,9054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:51:00;31/12/2022 23:51:00;0,798033;0,2;33,3145;0;44,1819;21,9975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:52:00;31/12/2022 23:52:00;0,744901;1,71488;33,3492;0;44,3661;22,0435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:53:00;31/12/2022 23:53:00;1,70128;6,30302;33,2104;0;44,0871;22,1329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:54:00;31/12/2022 23:54:00;3,20942;7,35513;33,1047;0;43,9949;22,1438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:55:00;31/12/2022 23:55:00;8,13845;14,1029;32,4146;28,182;43,0712;22,183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:56:00;31/12/2022 23:56:00;20,036;22,4723;32,0645;59,9112;42,0553;22,183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:57:00;31/12/2022 23:57:00;26,4446;26,7914;31,7202;74,4096;40,9446;22,183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:58:00;31/12/2022 23:58:00;31,1038;30,3038;31,5205;83,9508;37,4309;22,137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 00:59:00;31/12/2022 23:59:00;32,3668;29,3584;31,6045;82,8552;33,6464;22,1031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 01:00:00;01/01/2023;29,0562;24,2284;32,0052;67,9128;29,6262;22,0462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023 01:01:00;01/01/2023 00:01:00;22,7008;17,6152;32,5376;45,2148;30,3115;22,0896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
