,Power,Var2,Var3,Eta
last_value,195.7368,1.901,1.4536,0.7080876019513838
MaxScala,400.0,3.0,2.0,100.0
Media,203.74297222373187,0.9787,1.41,0.737050327870639
Dev,5.632575765219169,0.983,0.04,0.02037612276487366
