QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.08503374024488689,0.020301475537100103,182.41098676075268,43.4634393626657,27.238947829301075,0.5116229729068993,0.7818680860387092,0.03238806404619026,24937.912697247946,5236.961666422068,1.0
