,Power,Var2,Var3,Eta
last_value,137.1957,0.06352089999999999,27.10814,0.7964631272853739
MaxScala,260.0,0.08,40.0,100.0
Media,136.05011703828424,0.0694,27.1,0.789812666751604
Dev,4.260179258000331,0.015,0.5,0.02473164752702328
