,Power,Var2,Var3,Eta
last_value,65.1475,0.03067439,26.77091,0.7930493674008875
MaxScala,100.0,0.03,40.0,100.0
Media,53.21173166495409,0.026,26.9,0.647753638055146
Dev,2.300254390851938,0.006,0.5,0.028001309175735734
