"VarName";"TimeString";"VarValue";"Validity";"Time_ms"
"Pressione_FTP";"23/02/2022 10:14:21";0;1;44615426635,3009
"CosPhi_FTP";"23/02/2022 10:14:21";0;1;44615426635,3009
"Portata_FTP";"23/02/2022 10:29:21";0;1;44615437051,4352
"Potenza_FTP";"23/02/2022 10:29:21";0;1;44615437051,4352
"Pressione_FTP";"23/02/2022 10:29:21";0;1;44615437051,4352
"CosPhi_FTP";"23/02/2022 10:29:21";0;1;44615437051,4352
"Portata_FTP";"23/02/2022 10:44:21";0;1;44615447468,3912
"Potenza_FTP";"23/02/2022 10:44:21";0;1;44615447468,3912
"Pressione_FTP";"23/02/2022 10:44:21";0;1;44615447468,3912
"CosPhi_FTP";"23/02/2022 10:44:21";0;1;44615447468,3912
"Portata_FTP";"23/02/2022 10:59:21";0;1;44615457885,0116
"Potenza_FTP";"23/02/2022 10:59:21";0;1;44615457885,0116
"Pressione_FTP";"23/02/2022 10:59:21";0;1;44615457885,0116
"CosPhi_FTP";"23/02/2022 10:59:21";0;1;44615457885,0116
"Portata_FTP";"23/02/2022 11:14:21";0;1;44615468302,0486
"Potenza_FTP";"23/02/2022 11:14:21";0;1;44615468302,0486
"Pressione_FTP";"23/02/2022 11:14:21";0;1;44615468302,0486
"CosPhi_FTP";"23/02/2022 11:14:21";0;1;44615468302,0486
"Portata_FTP";"23/02/2022 11:29:21";0;1;44615478718,4144
"Potenza_FTP";"23/02/2022 11:29:21";0;1;44615478718,4144
"Pressione_FTP";"23/02/2022 11:29:21";0;1;44615478718,4144
"CosPhi_FTP";"23/02/2022 11:29:21";0;1;44615478718,4144
"Portata_FTP";"23/02/2022 11:44:21";0;1;44615489134,2824
"Potenza_FTP";"23/02/2022 11:44:21";0;1;44615489134,2824
"Pressione_FTP";"23/02/2022 11:44:21";0;1;44615489134,2824
"CosPhi_FTP";"23/02/2022 11:44:21";0;1;44615489134,2824
"Portata_FTP";"23/02/2022 11:59:21";0;1;44615499551,8287
"Potenza_FTP";"23/02/2022 11:59:21";0;1;44615499551,8287
"Pressione_FTP";"23/02/2022 11:59:21";0;1;44615499551,8287
"CosPhi_FTP";"23/02/2022 11:59:21";0;1;44615499551,8287
"Portata_FTP";"23/02/2022 12:14:21";0;1;44615509968,3796
"Potenza_FTP";"23/02/2022 12:14:21";0;1;44615509968,3796
"Pressione_FTP";"23/02/2022 12:14:21";0;1;44615509968,3796
"CosPhi_FTP";"23/02/2022 12:14:21";0;1;44615509968,3796
"Portata_FTP";"23/02/2022 13:34:08";0;1;44615565374,537
"Potenza_FTP";"23/02/2022 13:34:08";0;1;44615565374,537
"Pressione_FTP";"23/02/2022 13:34:08";0;1;44615565374,537
"CosPhi_FTP";"23/02/2022 13:34:08";0;1;44615565374,537
"Portata_FTP";"23/02/2022 13:49:08";0;1;44615575791,8519
"Potenza_FTP";"23/02/2022 13:49:08";0;1;44615575791,8519
"Pressione_FTP";"23/02/2022 13:49:08";0;1;44615575791,8519
"CosPhi_FTP";"23/02/2022 13:49:08";0;1;44615575791,8519
"$RT_OFF$";"23/02/2022 13:51:09";0;2;44615577187,2454
"$RT_OFF$";"25/02/2022 08:55:35";0;2;44617371927,1759
"Portata_FTP";"01/03/2022 08:03:32";0;1;44621335781,7708
"Potenza_FTP";"01/03/2022 08:03:32";0;1;44621335781,7708
"Pressione_FTP";"01/03/2022 08:03:32";0;1;44621335781,7708
"CosPhi_FTP";"01/03/2022 08:03:32";0;1;44621335781,7708
"Portata_FTP";"01/03/2022 08:18:32";0;1;44621346199,3982
"Potenza_FTP";"01/03/2022 08:18:32";0;1;44621346199,3982
"Pressione_FTP";"01/03/2022 08:18:32";0;1;44621346199,3982
"CosPhi_FTP";"01/03/2022 08:18:32";0;1;44621346199,3982
"Portata_FTP";"01/03/2022 08:33:32";0;1;44621356615,544
"Potenza_FTP";"01/03/2022 08:33:32";0;1;44621356615,544
"Pressione_FTP";"01/03/2022 08:33:32";0;1;44621356615,544
"CosPhi_FTP";"01/03/2022 08:33:32";0;1;44621356615,544
"Portata_FTP";"01/03/2022 08:48:32";0;1;44621367032,8009
"Potenza_FTP";"01/03/2022 08:48:32";0;1;44621367032,8009
"Pressione_FTP";"01/03/2022 08:48:32";0;1;44621367032,8009
"CosPhi_FTP";"01/03/2022 08:48:32";0;1;44621367032,8009
"Portata_FTP";"01/03/2022 09:03:32";0;1;44621377448,4259
"Potenza_FTP";"01/03/2022 09:03:32";0;1;44621377448,4259
"Pressione_FTP";"01/03/2022 09:03:32";0;1;44621377448,4259
"CosPhi_FTP";"01/03/2022 09:03:32";0;1;44621377448,4259
"Portata_FTP";"01/03/2022 09:18:32";0;1;44621387865,463
"Potenza_FTP";"01/03/2022 09:18:32";0;1;44621387865,463
"Pressione_FTP";"01/03/2022 09:18:32";0;1;44621387865,463
"CosPhi_FTP";"01/03/2022 09:18:32";0;1;44621387865,463
"Portata_FTP";"01/03/2022 09:33:32";0;1;44621398282,6968
"Potenza_FTP";"01/03/2022 09:33:32";0;1;44621398282,6968
"Pressione_FTP";"01/03/2022 09:33:32";0;1;44621398282,6968
"CosPhi_FTP";"01/03/2022 09:33:32";0;1;44621398282,6968
"Portata_FTP";"01/03/2022 09:48:32";0;1;44621408698,7731
"Potenza_FTP";"01/03/2022 09:48:32";0;1;44621408698,7731
"Pressione_FTP";"01/03/2022 09:48:32";0;1;44621408698,7731
"CosPhi_FTP";"01/03/2022 09:48:32";0;1;44621408698,7731
"Portata_FTP";"01/03/2022 10:03:32";0;1;44621419115,3241
"Potenza_FTP";"01/03/2022 10:03:32";0;1;44621419115,3241
"Pressione_FTP";"01/03/2022 10:03:32";0;1;44621419115,3241
"CosPhi_FTP";"01/03/2022 10:03:32";0;1;44621419115,3241
"Portata_FTP";"01/03/2022 10:18:32";0;1;44621429532,8356
"Potenza_FTP";"01/03/2022 10:18:32";0;1;44621429532,8356
"Pressione_FTP";"01/03/2022 10:18:32";0;1;44621429532,8356
"CosPhi_FTP";"01/03/2022 10:18:32";0;1;44621429532,8356
"Portata_FTP";"01/03/2022 10:33:32";0;1;44621439949,1088
"Potenza_FTP";"01/03/2022 10:33:32";0;1;44621439949,1088
"Pressione_FTP";"01/03/2022 10:33:32";0;1;44621439949,1088
"CosPhi_FTP";"01/03/2022 10:33:32";0;1;44621439949,1088
"Portata_FTP";"01/03/2022 10:48:32";0;1;44621450365,1852
"Potenza_FTP";"01/03/2022 10:48:32";0;1;44621450365,1852
"Pressione_FTP";"01/03/2022 10:48:32";0;1;44621450365,1852
"CosPhi_FTP";"01/03/2022 10:48:32";0;1;44621450365,1852
"Portata_FTP";"01/03/2022 11:03:32";0;1;44621460782,4074
"Potenza_FTP";"01/03/2022 11:03:32";0;1;44621460782,4074
"Pressione_FTP";"01/03/2022 11:03:32";0;1;44621460782,4074
"CosPhi_FTP";"01/03/2022 11:03:32";0;1;44621460782,4074
"Portata_FTP";"01/03/2022 11:18:32";0;1;44621471198,8889
"Potenza_FTP";"01/03/2022 11:18:32";0;1;44621471198,8889
"Pressione_FTP";"01/03/2022 11:18:32";0;1;44621471198,8889
"CosPhi_FTP";"01/03/2022 11:18:32";0;1;44621471198,8889
"Portata_FTP";"01/03/2022 11:33:32";0;1;44621481615,7755
"Potenza_FTP";"01/03/2022 11:33:32";0;1;44621481615,7755
"Pressione_FTP";"01/03/2022 11:33:32";0;1;44621481615,7755
"CosPhi_FTP";"01/03/2022 11:33:32";0;1;44621481615,7755
"$RT_OFF$";"01/03/2022 11:48:30";0;2;44621492009,7917
"Portata_FTP";"01/03/2022 12:14:59";0;1;44621510402,0255
"Potenza_FTP";"01/03/2022 12:14:59";0;1;44621510402,0255
"Pressione_FTP";"01/03/2022 12:14:59";0;1;44621510402,0255
"CosPhi_FTP";"01/03/2022 12:14:59";0;1;44621510402,0255
"Portata_FTP";"01/03/2022 12:29:59";0;1;44621520818,2292
"Potenza_FTP";"01/03/2022 12:29:59";0;1;44621520818,2292
"Pressione_FTP";"01/03/2022 12:29:59";25;1;44621520818,2292
"CosPhi_FTP";"01/03/2022 12:29:59";0;1;44621520818,2292
"Portata_FTP";"01/03/2022 12:44:59";0;1;44621531235,4861
"Potenza_FTP";"01/03/2022 12:44:59";0;1;44621531235,4861
"Pressione_FTP";"01/03/2022 12:44:59";23,86605;1;44621531235,4861
"CosPhi_FTP";"01/03/2022 12:44:59";0;1;44621531235,4861
"Portata_FTP";"01/03/2022 12:59:59";0;1;44621541651,5394
"Potenza_FTP";"01/03/2022 12:59:59";0;1;44621541651,5394
