lastTimeStamp,QIst,QTargetIst,QBPIst,QMattoIst,OggiIn,QOggi,QTargetOggi,QBPOggi,QMattoOggi,MeseIn,QMese,QTargetMese,QBPMese,QMattoMese,AnnoIn,QAnno,QAnnoNum,QTargetAnno,QBPAnno,QMattoAnno,PIst,PTargetIst,PBPIst,PMattoIst,EOggi,EOggiNum,ETargetOggi,EBPOggi,EMattoOggi,EMese,EMeseNum,ETargetMese,EBPMese,EMattoMese,EAnno,EAnnoNum,ETargetAnno,EBPAnno,EMattoAnno,ResaIst,deltaTargetIst,deltaTargetIstCol,deltaBPIst,deltaBPIstCol,deltaMattoIst,deltaMattoIstCol,ResaOggi,deltaTargetOggi,deltaTargetOggiCol,deltaBPOggi,deltaBPOggiCol,deltaMattoOggi,deltaMattoOggiCol,ResaMese,deltaTargetMese,deltaTargetMeseCol,deltaBPMese,deltaBPMeseCol,deltaMattoMese,deltaMattoMeseCol,ResaAnno,deltaTargetAnno,deltaTargetAnnoCol,deltaBPAnno,deltaBPAnnoCol,deltaMattoAnno,deltaMattoAnnoCol,Prevista,deltaPrevistaTarget,deltaPrevistaTargetCol,deltaPrevistaBP,deltaPrevistaBPCol,deltaPrevistaMatto,deltaPrevistaMattoCol,etaIst,etaTarget,QPrevYear
26/10/2023 12:02,27 l/s,25 l/s,25 l/s,55 l/s,26/10/2023 00:00,27 l/s,25 l/s,25 l/s,55 l/s,01/10/2023 00:00,26 l/s,25 l/s,25 l/s,55 l/s,01/01/2023 00:00,26 l/s,26.218994871288185,25 l/s,25 l/s,55 l/s,50 kW,64 kW,61 kW,100 kW,617 kWh,617.2117563662132,775 kWh,740 kWh,1.200 kWh,30.754 kWh,30754.813432832445,38.706 kWh,37.750 kWh,61.201 kWh,343.601 kWh,343601.5136507985,441.070 kWh,441.896 kWh,716.410 kWh,"10,68 €/h","-2,81 €/h",red,"-2,28 €/h",red,"-10,32 €/h",red,"129,61 €","-33,21 €",red,"-25,83 €",red,"-122,39 €",red,"6.458,51 €","-1.669,86 €",red,"-1.469,04 €",red,"-6.393,77 €",red,"72.156,32 €","-20.468,47 €",red,"-20.642,03 €",red,"-78.289,89 €",red,"88.230,05 €","-25.028,07 €",red,"-25.240,3 €",red,"-95.729,95 €",red,69.3 %,77.9 %,0
