lastTimeStamp,QIst,QTargetIst,QBPIst,QMattoIst,OggiIn,QOggi,QTargetOggi,QBPOggi,QMattoOggi,MeseIn,QMese,QTargetMese,QBPMese,QMattoMese,AnnoIn,QAnno,QAnnoNum,QTargetAnno,QBPAnno,QMattoAnno,PIst,PTargetIst,PBPIst,PMattoIst,EOggi,EOggiNum,ETargetOggi,EBPOggi,EMattoOggi,EMese,EMeseNum,ETargetMese,EBPMese,EMattoMese,EAnno,EAnnoNum,ETargetAnno,EBPAnno,EMattoAnno,ResaIst,deltaTargetIst,deltaTargetIstCol,deltaBPIst,deltaBPIstCol,deltaMattoIst,deltaMattoIstCol,ResaOggi,deltaTargetOggi,deltaTargetOggiCol,deltaBPOggi,deltaBPOggiCol,deltaMattoOggi,deltaMattoOggiCol,ResaMese,deltaTargetMese,deltaTargetMeseCol,deltaBPMese,deltaBPMeseCol,deltaMattoMese,deltaMattoMeseCol,ResaAnno,deltaTargetAnno,deltaTargetAnnoCol,deltaBPAnno,deltaBPAnnoCol,deltaMattoAnno,deltaMattoAnnoCol,Prevista,deltaPrevistaTarget,deltaPrevistaTargetCol,deltaPrevistaBP,deltaPrevistaBPCol,deltaPrevistaMatto,deltaPrevistaMattoCol,etaIst,etaTarget,QPrevYear
26/10/2023 11:50,69 l/s,70 l/s,70 l/s,132 l/s,26/10/2023 00:00,65 l/s,70 l/s,70 l/s,132 l/s,01/10/2023 00:00,62 l/s,70 l/s,70 l/s,132 l/s,01/01/2023 00:00,62 l/s,62.051885543403245,70 l/s,70 l/s,132 l/s,146 kW,161 kW,153 kW,259 kW,1.627 kWh,1627.073369421875,1.886 kWh,1.807 kWh,3.046 kWh,82.274 kWh,82274.88029339263,94.680 kWh,94.084 kWh,158.627 kWh,939.679 kWh,939679.6233715792,1.095.632 kWh,1.101.797 kWh,1.857.654 kWh,"30,81 €/h","-3,2 €/h",red,"-1,49 €/h",red,"-23,64 €/h",red,"341,69 €","-54,45 €",red,"-37,8 €",red,"-298,14 €",red,"17.277,72 €","-2.605,13 €",red,"-2.479,93 €",red,"-16.034,12 €",red,"197.332,72 €","-32.750,2 €",red,"-34.044,7 €",red,"-192.774,73 €",red,"241.290,81 €","-40.045,68 €",red,"-41.628,54 €",red,"-235.717,47 €",red,77.9 %,86.0 %,73.1
