VarName;TimeString;VarValue;Validity;Time_ms
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 06:17;'0,002103701';1;44320262427
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 06:32;'0,000000000000200151';1;44320272843
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 06:47;'0,000000000000953398';1;44320283259
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 07:02;'0,00000000363869';1;44320293676
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 07:17;'3,02914E-17';1;44320304093
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 07:32;'0,001187591';1;44320314510
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 07:47;'0,0000000000329648';1;44320324927
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 08:02;'0,0000923001';1;44320335343
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 08:17;'0,0000000011417';1;44320345760
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 08:32;'0,000000000032959';1;44320356177
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 08:47;'0,0000000596807';1;44320366593
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 09:02;'0,000000000000100089';1;44320377009
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 09:17;'0,000131589';1;44320387426
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 09:32;'0,0000040938';1;44320397843
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 09:47;'0,0000000108088';1;44320408260
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 10:02;'0,000000418999';1;44320418676
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 10:17;'0,0000427098';1;44320429093
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 10:32;'1,84719E-19';1;44320439510
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 10:47;'0,0000688412';1;44320449926
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 11:02;'6,7119E-22';1;44320460343
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 11:17;'0,0000000000124869';1;44320470760
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 11:32;'3,33204E-15';1;44320481176
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 11:47;'2,04443E-17';1;44320491593
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 12:02;'0,000000781928';1;44320502010
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 12:17;'8,21151E-16';1;44320512427
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 12:32;'0,00000141503';1;44320522844
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 12:47;'3,85296E-18';1;44320533259
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 13:02;'6,29375E-26';1;44320543677
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 13:17;'0,00000024205';1;44320554093
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 13:32;'4,12728E-21';1;44320564510
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 13:47;'0,000479674';1;44320574927
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 14:02;'5,39749E-19';1;44320585343
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 14:17;'0,00048308';1;44320595759
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 14:32;'0,00000000564159';1;44320606176
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 14:47;'0,00000000327868';1;44320616593
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 15:02;'0,0002658';1;44320627010
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 15:17;'3,09228E-17';1;44320637427
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 15:32;'1,13906E-24';1;44320647843
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 15:47;'0,000084899';1;44320658260
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 16:02;'6,69754E-27';1;44320668676
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 16:17;'0,001210344';1;44320679093
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 16:32;'0,000000276944';1;44320689510
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 16:47;'0,000000326228';1;44320699926
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 17:02;'0,000000279222';1;44320710344
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 17:17;'1,16097E-18';1;44320720759
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 17:32;'1,84325E-19';1;44320731176
$RT_OFF$;04/05/2021 17:35;'0';2;44320732697
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 17:53;'1,35759E-16';1;44320745693
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 18:08;'0,000000265196';1;44320756109
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 18:23;'0,0000000136429';1;44320766526
$RT_OFF$;04/05/2021 18:24;'0';2;44320766899
$RT_OFF$;04/05/2021 18:33;'0';2;44320773385
$RT_OFF$;04/05/2021 18:42;'0';2;44320779599
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 18:58;'0,000000363016';1;44320790940
$RT_OFF$;04/05/2021 19:06;'0';2;44320796194
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 19:32;'0,00000000734842';1;44320814243
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 19:47;'2,83344E-14';1;44320824660
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 20:02;'0,000000224828';1;44320835076
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 20:17;'0,000000111503';1;44320845494
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 20:32;'4,58543E-20';1;44320855909
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 20:47;'0,00000000403275';1;44320866327
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 21:02;'4,89813E-16';1;44320876743
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 21:17;'9,64805E-24';1;44320887160
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 21:32;'0,000000682309';1;44320897576
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 21:47;'0,0000000174182';1;44320907994
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 22:02;'7,4962E-28';1;44320918410
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 22:17;'0,00000000000285299';1;44320928826
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 22:32;'0,000000199228';1;44320939243
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 22:47;'0,000150756';1;44320949659
Analog_IN_DB v1.3_Durchfluss_Wert_g;04/05/2021 23:02;'8,62331E-17';1;44320960076
