x__TimeStamp,PLC1_AI_PT_LINEA,PLC1_AI_PT_TURBINA,PLC1_AI_POT_ATTIVA,PLC1_AI_FT_PORT_IST,PLC1_AI_COSPHI,PLC1_AI_LT_BACINO
03/03/2023 05:45:00,"1,3701","0,0484","0,0000","0,0022","0,0000","0,3550"
03/03/2023 06:00:00,"1,3707","0,0482","0,0000","0,0023","0,0000","0,3503"
03/03/2023 06:15:00,"1,3709","0,0469","0,0000","0,0022","0,0000","0,3544"
03/03/2023 06:30:00,"1,3715","0,0466","0,0000","0,0023","0,0000","0,3344"
03/03/2023 06:45:00,"1,3709","0,0453","0,0000","0,0022","0,0000","0,3408"
03/03/2023 07:00:00,"1,3700","0,0463","0,0000","0,0022","0,0000","0,2748"
03/03/2023 07:15:00,"1,3689","0,0452","0,0000","0,0021","0,0000","0,2758"
03/03/2023 07:30:00,"1,3682","0,0456","0,0000","0,0022","0,0000","0,2321"
03/03/2023 07:45:00,"1,3723","0,0443","0,0000","0,0058","0,0000","0,2338"
03/03/2023 08:00:00,"0,6232","0,0436","0,0000","0,0022","0,0000","0,1903"
03/03/2023 08:15:00,"0,0389","0,0460","0,0000","0,0022","0,0000","0,1892"
03/03/2023 08:30:00,"-0,0362","0,0457","0,0000","0,0021","0,0000","0,1899"
03/03/2023 08:45:00,"-0,0369","0,0450","0,0000","0,0022","0,0000","0,1884"
03/03/2023 09:00:00,"-0,0379","0,0457","0,0000","0,0023","0,0000","0,1890"
03/03/2023 09:15:00,"-0,0380","0,0441","0,0000","0,0023","0,0000","0,1902"
03/03/2023 09:30:00,"-0,0382","0,0434","0,0000","0,0023","0,0000","0,1874"
03/03/2023 09:45:00,"-0,0398","0,0439","0,0000","0,0022","0,0000","0,1874"
03/03/2023 10:00:00,"-0,0401","0,0436","0,0000","0,0022","0,0000","0,1897"
03/03/2023 10:15:00,"-0,0399","0,0442","0,0000","0,0022","0,0000","0,1892"
03/03/2023 10:30:00,"-0,0396","0,0441","0,0000","0,0024","0,0000","0,1890"
03/03/2023 10:45:00,"-0,0408","0,0446","0,0000","0,0023","0,0000","0,1891"
03/03/2023 11:00:00,"-0,0414","0,0444","0,0000","0,0024","0,0000","0,1875"
03/03/2023 11:15:00,"-0,0418","0,0449","0,0000","0,0024","0,0000","0,1862"
03/03/2023 11:30:00,"-0,0423","0,0461","0,0000","0,0024","0,0000","0,1876"
03/03/2023 11:45:00,"-0,0426","0,0470","0,0000","0,0024","0,0000","0,1883"
03/03/2023 12:00:00,"-0,0430","0,0462","0,0000","0,0024","0,0000","0,1873"
03/03/2023 12:15:00,"-0,0421","0,0454","0,0000","0,0025","0,0000","0,1890"
03/03/2023 12:30:00,"-0,0439","0,0457","0,0000","0,0025","0,0000","0,1876"
03/03/2023 12:45:00,"-0,0431","0,0453","0,0000","0,0024","0,0000","0,1866"
03/03/2023 13:00:00,"-0,0439","0,0454","0,0000","0,0025","0,0000","0,1878"
03/03/2023 13:15:00,"-0,0443","0,0459","0,0000","0,0026","0,0000","0,1881"
03/03/2023 13:30:00,"-0,0454","0,0462","0,0000","0,0026","0,0000","0,1868"
03/03/2023 13:45:00,"-0,0452","0,0463","0,0000","0,0026","0,0000","0,1884"
03/03/2023 14:00:00,"-0,0452","0,0472","0,0000","0,0026","0,0000","0,1862"
03/03/2023 14:15:00,"-0,0453","0,0476","0,0000","0,0026","0,0000","0,1858"
03/03/2023 14:30:00,"-0,0452","0,0485","0,0000","0,0026","0,0000","0,1859"
03/03/2023 14:45:00,"-0,0443","0,0471","0,0000","0,0027","0,0000","0,1867"
03/03/2023 15:00:00,"-0,0404","0,0475","0,0000","0,0028","0,0000","0,1899"
03/03/2023 15:15:00,"-0,0370","0,0474","0,0000","0,0028","0,0000","0,1891"
03/03/2023 15:30:00,"-0,0351","0,0486","0,0000","0,0028","0,0000","0,1894"
03/03/2023 15:45:00,"-0,0335","0,0484","0,0000","0,0029","0,0000","0,1915"
03/03/2023 16:00:00,"-0,0343","0,0482","0,0000","0,0028","0,0000","0,1907"
03/03/2023 16:15:00,"-0,0313","0,0476","0,0000","0,0029","0,0000","0,1926"
03/03/2023 16:30:00,"-0,0291","0,0475","0,0000","0,0029","0,0000","0,1937"
03/03/2023 16:45:00,"-0,0266","0,0454","0,0000","0,0028","0,0000","0,1969"
03/03/2023 17:00:00,"-0,0232","0,0454","0,0000","0,0028","0,0000","0,1996"
03/03/2023 17:15:00,"-0,0175","0,0469","0,0000","0,0028","0,0000","0,1975"
03/03/2023 17:30:00,"-0,0137","0,0463","0,0000","0,0029","0,0000","0,1987"
03/03/2023 17:45:00,"-0,0116","0,0445","0,0000","0,0028","0,0000","0,2024"
03/03/2023 18:00:00,"-0,0088","0,0452","0,0000","0,0027","0,0000","0,2054"
03/03/2023 18:15:00,"-0,0031","0,0457","0,0000","0,0028","0,0000","0,2087"
03/03/2023 18:30:00,"0,0048","0,0468","0,0000","0,0028","0,0000","0,2119"
03/03/2023 18:45:00,"0,0134","0,0460","0,0000","0,0028","0,0000","0,2130"
03/03/2023 19:00:00,"0,0197","0,0454","0,0000","0,0028","0,0000","0,2157"
03/03/2023 19:15:00,"0,0257","0,0456","0,0000","0,0028","0,0000","0,2188"
03/03/2023 19:30:00,"0,0304","0,0465","0,0000","0,0027","0,0000","0,2203"
03/03/2023 19:45:00,"0,0392","0,0466","0,0000","0,0026","0,0000","0,2265"
03/03/2023 20:00:00,"0,0488","0,0468","0,0000","0,0026","0,0000","0,2299"
03/03/2023 20:15:00,"0,0576","0,0479","0,0000","0,0026","0,0000","0,2331"
03/03/2023 20:30:00,"0,0610","0,0477","0,0000","0,0026","0,0000","0,2328"
03/03/2023 20:45:00,"0,0611","0,0464","0,0000","0,0026","0,0000","0,2339"
03/03/2023 21:00:00,"0,0628","0,0470","0,0000","0,0026","0,0000","0,2353"
03/03/2023 21:15:00,"0,0617","0,0472","0,0000","0,0026","0,0000","0,2337"
03/03/2023 21:30:00,"0,0575","0,0472","0,0000","0,0025","0,0000","0,2307"
03/03/2023 21:45:00,"0,0547","0,0466","0,0000","0,0025","0,0000","0,2299"
03/03/2023 22:00:00,"0,0541","0,0469","0,0000","0,0025","0,0000","0,2287"
03/03/2023 22:15:00,"0,0526","0,0474","0,0000","0,0025","0,0000","0,2293"
