QNew,rend
1.64547076056472,NaN
4.93641228169416,NaN
8.22735380282361,NaN
11.518295323953,NaN
14.8092368450825,NaN
18.1001783662119,0.0752050249502422
21.3911198873414,0.185293011924037
24.6820614084708,0.321824729919874
27.9730029296003,0.442727104842664
31.2639444507297,0.547812968227724
34.5548859718592,0.629979219870283
37.8458274929886,0.699770429765838
41.136769014118,0.751447956906697
44.4277105352475,0.78809639782058
47.7186520563769,0.813934490014615
51.0095935775064,0.834623120090236
54.3005350986358,0.848628455186495
57.5914766197653,0.856370965586738
60.8824181408947,0.866024418403253
64.1733596620241,0.88074525821914
67.4643011831536,0.889465851982941
70.755242704283,0.895010792709227
74.0461842254125,0.899683034890853
77.3371257465419,0.901725060625378
80.6280672676714,0.903185287330129
83.9190087888008,0.90463339322176
87.2099503099302,0.905572424962339
90.5008918310597,0.906099349056829
93.7918333521891,0.906133022312571
97.0827748733186,0.906175113882249
100.373716394448,0.906217205451928
103.664657915577,0.905386598476945
106.955599436707,0.904992340774293
110.246540957836,0.904888982586528
113.537482478966,0.906094672215753
116.828424000095,0.906718562815205
120.119365521225,0.908215151959317
123.410307042354,0.90824882521506
126.701248563484,0.908290916784738
129.992190084613,0.908114833718251
133.283131605742,0.90648425307733
136.574073126872,0.905035484633213
139.865014648001,0.902384331527565
143.155956169131,0.899592576989721
146.44689769026,0.897368076505906
149.73783921139,0.895204180087693
153.028780732519,0.893928805526445
156.319722253649,0.892177016754321
159.610663774778,0.891249443274377
162.901605295907,0.887427996431708
