t,Q,P,Bar,Eta,PST,PPAR
2025-06-01 00:00:00,0.09223753000000001,199.493675,27.0615425,0.8004606479518778,133.855925,65.63775
2025-06-01 00:30:00,0.092273975,199.550625,27.089715,0.7987982075615333,133.806375,65.74425
2025-06-01 01:00:00,0.092396495,199.727475,27.0856225,0.7984298248989047,134.0956,65.631875
2025-06-01 01:30:00,0.092505775,200.14125,27.060173750000004,0.7997223498390789,134.48575,65.6555
2025-06-01 02:00:00,0.09230246,199.71655,27.066085,0.8000565803577914,133.989675,65.726875
2025-06-01 02:30:00,0.09214872,199.4525,27.08949,0.8001834304510449,133.761625,65.690875
2025-06-01 03:00:00,0.0922109475,199.62075,27.0944875,0.7999915220734752,133.9195,65.70125
2025-06-01 03:30:00,0.09200902999999999,199.135175,27.0999475,0.7999829921197537,133.338675,65.79650000000001
2025-06-01 04:00:00,0.0913258225,198.06915,27.13016375,0.8013262288459712,132.175525,65.893625
2025-06-01 04:30:00,0.09052049250000001,196.29885,27.16718875,0.8000581667016687,130.413225,65.885625
2025-06-01 05:00:00,0.09048268749999999,196.428675,27.1705975,0.8010020549334252,130.506675,65.922
2025-06-01 05:30:00,0.09066523750000001,196.5377,27.15264875,0.7992372751154779,130.53382499999998,66.003875
2025-06-01 06:00:00,0.0904129425,195.309125,27.1481075,0.7950598056445439,129.29875,66.01037500000001
2025-06-01 06:30:00,0.09044360500000001,195.76037499999995,27.15174125,0.797387114424856,129.83049999999997,65.929875
2025-06-01 07:00:00,0.090242255,195.73045,27.1590075,0.7996432950903468,129.76045,65.97
2025-06-01 07:30:00,0.08996740750000001,194.76385,27.1605975,0.7973103755830581,128.780475,65.98337500000001
2025-06-01 08:00:00,0.0701385375,150.44746750000002,27.70152875,0.7301398329975399,82.36421750000001,68.08325
2025-06-01 08:30:00,0.049349335,104.589835,28.27494875,0.6610644172579498,34.329335,70.26050000000001
2025-06-01 09:00:00,0.06766399,144.11667,27.75036875,0.7223037469934933,75.93479500000001,68.18187499999999
2025-06-01 09:30:00,0.09333582,196.3114775,27.00247125,0.7756668289790657,130.9277275,65.38375
2025-06-01 10:00:00,0.09999182999999999,207.4664,26.7989225,0.7638288558211732,142.85627499999998,64.610125
2025-06-01 10:30:00,0.099293475,206.7047,26.82822875,0.766398136698023,141.9432,64.76150000000001
2025-06-01 11:00:00,0.0981447775,205.4909,26.84503875,0.7725858414741894,140.6929,64.798
2025-06-01 11:30:00,0.0984132125,206.22292500000003,26.8177725,0.7746374662137063,141.62155,64.601375
2025-06-01 12:00:00,0.0980521475,206.512275,26.85457125,0.7770095198796994,141.659525,64.85275
2025-06-01 12:30:00,0.096930645,205.77635,26.91568625,0.7839335854340462,140.654225,65.122125
2025-06-01 13:00:00,0.09705691749999999,205.37815,26.910692500000003,0.7816252408973628,140.32977499999998,65.048375
2025-06-01 13:30:00,0.09478244250000001,202.554675,27.008155,0.7888045055532255,137.14704999999998,65.407625
2025-06-01 14:00:00,0.091134805,197.3993,27.1374175,0.7989532174221625,131.600925,65.79837500000001
2025-06-01 14:30:00,0.090030225,194.83495,27.14173625,0.7976909292915471,128.91594999999998,65.91900000000001
2025-06-01 15:00:00,0.089819975,194.5148,27.1583175,0.7980227476268223,128.6308,65.88400000000001
2025-06-01 15:30:00,0.08915002749999999,193.536925,27.202613750000005,0.800212377561048,127.686175,65.85074999999999
