,Power,Var2,Var3,Eta
last_value,194.370625,0.0896058175,27.15194875,0.7986103916636629
MaxScala,360.0,0.11,40.0,100.0
Media,183.71030604494743,0.0954,27.0,0.7548103498828944
Dev,3.9958104886417245,0.016155494421403512,0.7071067811865476,0.016417582540303816
