,Power,Var2,Var3,Eta
last_value,125.199,0.05701006,27.38066,0.8017648029632027
MaxScala,260.0,0.08,40.0,100.0
Media,122.73257088038407,0.0694,27.1,0.785969979864683
Dev,3.554882150844603,0.015,0.5,0.022765192910720766
