,t,Q,P,h,Target,dt,tIn,tOff,PRlast24,EnergiaPersa,MinutiFermi,MancataProduzione,Corrispettivo
0,2024-02-26 16:51:20,27.09355,50.5445,267.542759438,62.21385317415079,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,71.07973205612527,13.155510526315789,15,2.7626572105263154,265.2150922105263
1,2024-02-26 17:06:20,27.42734,53.1195,274.773633804,64.68249029226543,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,71.8499092047074,13.155510526315789,15,2.7626572105263154,265.2150922105263
2,2024-02-26 17:21:20,27.25931,53.056,273.494268,63.98690023038645,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,72.54415225223254,13.155510526315789,15,2.7626572105263154,265.2150922105263
3,2024-02-26 17:36:20,27.30246,51.1415,269.100106366,63.05849966822062,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,70.95594780669099,13.155510526315789,15,2.7626572105263154,265.2150922105263
4,2024-02-26 17:51:20,27.20255,51.8575,271.25084000000004,63.32988414968017,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,71.64103634506228,13.155510526315789,15,2.7626572105263154,265.2150922105263
5,2024-02-26 18:06:20,27.20936,51.816,271.584600902,63.4236822527039,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,71.47783811015313,13.155510526315789,15,2.7626572105263154,265.2150922105263
6,2024-02-26 18:21:20,27.19573,51.986,272.28913926800004,63.556361193256656,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,71.56264024901333,13.155510526315789,15,2.7626572105263154,265.2150922105263
7,2024-02-26 18:36:20,27.18665,52.2285,272.08519126799996,63.48755263098935,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,71.97438197937932,13.155510526315789,15,2.7626572105263154,265.2150922105263
8,2024-02-26 18:51:20,27.26839,51.8795,271.973937634,63.65239810603443,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,71.30828452086752,13.155510526315789,15,2.7626572105263154,265.2150922105263
9,2024-02-26 19:06:20,27.34787,51.9725,272.27058,63.90755579325003,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,71.15089661377526,13.155510526315789,15,2.7626572105263154,265.2150922105263
10,2024-02-26 19:21:20,27.18665,51.881,271.973937634,63.461593037558174,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,71.52474957670401,13.155510526315789,15,2.7626572105263154,265.2150922105263
11,2024-02-26 19:36:20,27.23661,51.923,271.751430366,63.52619969354811,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,71.50985194153137,13.155510526315789,15,2.7626572105263154,265.2150922105263
12,2024-02-26 19:51:20,27.23661,51.887,272.21500417,63.63456741034701,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,71.33857705284856,13.155510526315789,15,2.7626572105263154,265.2150922105263
13,2024-02-26 20:06:20,27.30018,52.4225,272.808288902,63.92210331240088,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,71.75061845971086,13.155510526315789,15,2.7626572105263154,265.2150922105263
14,2024-02-26 20:21:20,27.38874,52.881,274.940463268,64.6306759334755,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,71.58465536486355,13.155510526315789,15,2.7626572105263154,265.2150922105263
15,2024-02-26 20:36:20,27.38874,53.0465,275.3298,64.72219791556498,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,71.70714879681893,13.155510526315789,15,2.7626572105263154,265.2150922105263
16,2024-02-26 20:51:20,27.26839,52.342,272.06663199999997,63.67409216517166,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,71.91947833255455,13.155510526315789,15,2.7626572105263154,265.2150922105263
17,2024-02-26 21:06:20,27.21844,52.155,272.845407438,63.7393841563292,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,71.58912658311503,13.155510526315789,15,2.7626572105263154,265.2150922105263
18,2024-02-26 21:21:20,27.30246,52.259,272.900983268,63.949162990879195,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,71.49657006606537,13.155510526315789,15,2.7626572105263154,265.2150922105263
19,2024-02-26 21:36:20,27.48865,52.806,274.569685804,64.77896173852757,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,71.31949602516258,13.155510526315789,15,2.7626572105263154,265.2150922105263
20,2024-02-26 21:51:20,27.29564,52.1535,272.678476,63.88106152342195,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,71.42829966679307,13.155510526315789,15,2.7626572105263154,265.2150922105263
21,2024-02-26 22:06:20,27.31154,52.5265,273.716775268,64.1616595520926,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,71.62454103802547,13.155510526315789,15,2.7626572105263154,265.2150922105263
22,2024-02-26 22:21:20,27.32062,53.103,275.07027617,64.50036894440103,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,72.03040143498785,13.155510526315789,15,2.7626572105263154,265.2150922105263
23,2024-02-26 22:36:20,27.35922,52.5035,273.067812732,64.12128364027599,23.50027777777778,2024-02-26 16:47:37.474771,2024-02-27 16:21:21,71.63825931540799,13.155510526315789,15,2.7626572105263154,265.2150922105263
