QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.0860277317368147,0.012495411576503888,185.59354067529998,27.05255750113937,27.245982133816216,0.3268912888448265,0.7839909238434072,0.037312812057950305,109375.78977241323,22968.915852206777,1.0
