,Power,Var2,Var3,Eta
last_value,50.1253,0.0200447,31.3194,0.7981518564820125
MaxScala,248.0,0.08,50.0,100.0
Media,49.310902606876155,0.012,31.5,0.7851840978604
Dev,3.0465622570918813,0.015,0.9,0.04851081831701587
