,x__TimeStamp,PLC1_AI_PT_LINEA,PLC1_AI_PT_TURBINA,PLC1_AI_POT_ATTIVA,PLC1_AI_FT_PORT_IST,PLC1_AI_COSPHI,PLC1_AI_LT_STRAMAZZO
0,20/05/2022 13:00:00,0.0,31.9171,0.0,0.4805,0.0000,0.0000
1,20/05/2022 13:15:00,0.0,31.7995,0.0,0.4956,0.0000,0.0000
2,20/05/2022 13:30:00,0.0,31.7525,0.0,0.4842,0.0000,0.0000
3,20/05/2022 13:45:00,0.0,31.7866,0.0,0.4854,0.0000,0.0000
4,20/05/2022 14:00:00,0.0,31.9265,0.0,0.4842,0.0000,0.0000
5,20/05/2022 14:15:00,0.0,31.9037,0.0,0.4758,0.0000,0.0000
6,20/05/2022 14:30:00,0.0,31.8272,0.0,0.4888,0.0000,0.0000
7,20/05/2022 14:45:00,0.0,31.7797,0.0,0.4877,0.0000,0.0000
8,20/05/2022 15:00:00,0.0,31.9053,0.0,0.4692,0.0000,0.0000
9,20/05/2022 15:15:00,0.0,31.9393,0.0,0.4765,0.0000,0.0000
10,20/05/2022 15:30:00,0.0,32.0303,0.0,0.4709,0.0000,0.0000
11,20/05/2022 15:45:00,0.0,31.9628,0.0,0.4806,0.0000,0.0000
12,20/05/2022 16:00:00,0.0,31.9108,0.0,0.4777,0.0000,0.0000
13,20/05/2022 16:15:00,0.0,31.821,0.0,0.4777,0.0000,0.0000
14,20/05/2022 16:30:00,0.0,31.7948,0.0,0.4708,0.0000,0.0000
